0 0 0 .B.....B..C...AAC.DFFFC.DGHIEE.GHI..
1 1 0 .......B..C..BAAC.DFFFC.DGHIEE.GHI.. B99
1 1 0 .B..C..B..C...AAC.DFFF..DGHIEE.GHI.. C99
1 1 0 .B.....B..C..AA.C.DFFFC.DGHIEE.GHI.. A99
1 1 0 .B.....B..C.AA..C.DFFFC.DGHIEE.GHI.. A98
1 1 0 .B.....B..C.D.AAC.DFFFC..GHIEE.GHI.. D99
1 1 0 .B....DB..C.D.AAC..FFFC..GHIEE.GHI.. D98
1 1 0 DB....DB..C...AAC..FFFC..GHIEE.GHI.. D97
1 1 0 .B.....B..C...AAC..FFFC.DGHIEEDGHI.. D99
2 2 0 ....C..B..C..BAAC.DFFF..DGHIEE.GHI.. B99 C99
2 2 0 .......B..C.DBAAC.DFFFC..GHIEE.GHI.. B99 D99
2 2 0 ......DB..C.DBAAC..FFFC..GHIEE.GHI.. B99 D98
2 2 0 D.....DB..C..BAAC..FFFC..GHIEE.GHI.. B99 D97
2 2 0 .......B..C..BAAC..FFFC.DGHIEEDGHI.. B99 D99
2 2 0 .B..C..B..C..AA.C.DFFF..DGHIEE.GHI.. C99 A99
2 2 0 .B..C..B..C.AA..C.DFFF..DGHIEE.GHI.. C99 A98
2 2 0 .B..C..B..C.D.AAC.DFFF...GHIEE.GHI.. C99 D99
2 2 0 .B..C.DB..C.D.AAC..FFF...GHIEE.GHI.. C99 D98
2 2 0 DB..C.DB..C...AAC..FFF...GHIEE.GHI.. C99 D97
2 2 0 .B..C..B..C...AAC..FFF..DGHIEEDGHI.. C99 D99
2 2 0 .B..C..B..C...AAC.D.FFF.DGHIEE.GHI.. C99 F99
2 2 0 .B..C..B..C...AAC.D..FFFDGHIEE.GHI.. C99 F98
2 2 0 .B.....B..C.DAA.C.DFFFC..GHIEE.GHI.. A99 D99
2 2 0 .B....DB..C.DAA.C..FFFC..GHIEE.GHI.. A99 D98
2 2 0 DB....DB..C..AA.C..FFFC..GHIEE.GHI.. A99 D97
2 2 0 .B.....B..C..AA.C..FFFC.DGHIEEDGHI.. A99 D99
2 2 0 .B.....B..C.AA..C..FFFC.DGHIEEDGHI.. A98 D99
2 2 0 .B....DB..C.D.AAC.FFF.C..GHIEE.GHI.. D98 F99
2 2 0 DB....DB..C.AA..C..FFFC..GHIEE.GHI.. A98 D97
2 2 0 DB....DB..C...AAC.FFF.C..GHIEE.GHI.. D97 F99
2 2 0 .B.....B..C...AAC.FFF.C.DGHIEEDGHI.. D99 F99
3 3 0 ....C..B..C.DBAAC.DFFF...GHIEE.GHI.. B99 C99 D99
3 3 0 ....C.DB..C.DBAAC..FFF...GHIEE.GHI.. B99 C99 D98
3 3 0 D...C.DB..C..BAAC..FFF...GHIEE.GHI.. B99 C99 D97
3 3 0 ....C..B..C..BAAC..FFF..DGHIEEDGHI.. B99 C99 D99
3 3 0 ....C..B..C..BAAC.D.FFF.DGHIEE.GHI.. B99 C99 F99
3 3 0 ....C..B..C..BAAC.D..FFFDGHIEE.GHI.. B99 C99 F98
3 3 0 ......DB..C.DBAAC.FFF.C..GHIEE.GHI.. B99 D98 F99
3 3 0 D.....DB..C..BAAC.FFF.C..GHIEE.GHI.. B99 D97 F99
3 3 0 .......B..C..BAAC.FFF.C.DGHIEEDGHI.. B99 D99 F99
3 3 0 .B..C..B..C.DAA.C.DFFF...GHIEE.GHI.. C99 A99 D99
3 3 0 .B..C.DB..C.DAA.C..FFF...GHIEE.GHI.. C99 A99 D98
3 3 0 DB..C.DB..C..AA.C..FFF...GHIEE.GHI.. C99 A99 D97
3 3 0 .B..C..B..C..AA.C..FFF..DGHIEEDGHI.. C99 A99 D99
3 3 0 .B..C..B..C..AA.C.D.FFF.DGHIEE.GHI.. C99 A99 F99
3 3 0 .B..C..B..C..AA.C.D..FFFDGHIEE.GHI.. C99 A99 F98
3 3 0 .B..C..B..C.AA..C..FFF..DGHIEEDGHI.. C99 A98 D99
3 3 0 .B..C..B..C.AA..C.D.FFF.DGHIEE.GHI.. C99 A98 F99
3 3 0 .B..C..B..C.AA..C.D..FFFDGHIEE.GHI.. C99 A98 F98
3 3 0 .B..C..B..C.D.AAC.D.FFF..GHIEE.GHI.. C99 D99 F99
3 3 0 .B..C..B..C.D.AAC.D..FFF.GHIEE.GHI.. C99 D99 F98
3 3 0 .B..C.DB..C.D.AAC.FFF....GHIEE.GHI.. C99 D98 F99
3 3 0 .B..C.DB..C.D.AAC...FFF..GHIEE.GHI.. C99 D98 F99
3 3 0 .B..C.DB..C.D.AAC....FFF.GHIEE.GHI.. C99 D98 F98
3 3 0 DB..C.DB..C.AA..C..FFF...GHIEE.GHI.. C99 A98 D97
3 3 0 DB..C.DB..C...AAC.FFF....GHIEE.GHI.. C99 D97 F99
3 3 0 DB..C.DB..C...AAC...FFF..GHIEE.GHI.. C99 D97 F99
3 3 0 DB..C.DB..C...AAC....FFF.GHIEE.GHI.. C99 D97 F98
3 3 0 .B..C..B..C...AAC.FFF...DGHIEEDGHI.. C99 D99 F99
3 3 0 .B..C..B..C...AAC...FFF.DGHIEEDGHI.. C99 D99 F99
3 3 0 .B..C..B..C...AAC....FFFDGHIEEDGHI.. C99 D99 F98
3 3 0 ....C.....C..BAAC.DBFFF.DGHIEE.GHI.. B98 C99 F99
3 3 0 .B..C..B..C...AAC.DGFFF.DGHIEE..HI.. C99 F99 G99
3 3 0 .B..C..B..C..GAAC.DGFFF.D.HIEE..HI.. C99 F99 G98
3 3 0 ....C.....C..BAAC.DB.FFFDGHIEE.GHI.. B98 C99 F98
3 3 0 .B..C..B..C...AAC.DG.FFFDGHIEE..HI.. C99 F98 G99
3 3 0 .B..C..B..C..GAAC.DG.FFFD.HIEE..HI.. C99 F98 G98
3 3 0 .B..C..B..C...AAC.D.HFFFDGHIEE.G.I.. C99 F98 H99
3 3 0 .B....DB..C.DAA.C.FFF.C..GHIEE.GHI.. A99 D98 F99
3 3 0 DB....DB..C..AA.C.FFF.C..GHIEE.GHI.. A99 D97 F99
3 3 0 .B.....B..C..AA.C.FFF.C.DGHIEEDGHI.. A99 D99 F99
3 3 0 .B.....B..C.AA..C.FFF.C.DGHIEEDGHI.. A98 D99 F99
3 3 0 .B....DB..C.D.AAC.FFFIC..GHIEE.GH... D98 F99 I99
3 3 0 DB....DB..C.AA..C.FFF.C..GHIEE.GHI.. A98 D97 F99
3 3 0 DB....DB..C...AAC.FFFIC..GHIEE.GH... D97 F99 I99
3 3 0 .B.....B..C...AAC.FFFIC.DGHIEEDGH... D99 F99 I99
8 8 0 ..H....BH.C..BAAC.DFFFC.DG.IEE.G.I.. B99 C98 A96 F96 H96
8 8 0 ..H.C...H.C.DBAAC.DBFFF..G.IEE.G.I.. B98 C99 A96 D99 F97 H96
8 8 0 ..H.C.D.H.C.DBAAC..BFFF..G.IEE.G.I.. B98 C99 A96 D98 F97 H96
8 8 0 D.H.C.D.H.C..BAAC..BFFF..G.IEE.G.I.. B98 C99 A96 D97 F97 H96
8 8 0 .BH.C..BH.C.DGAAC.DGFFF....IEE...I.. C99 A96 D99 F97 G98 H96
8 8 0 .BH....BH.C.D.AAC.DFFFC..G.IEE.G.I.. C98 A96 D99 F96 H96
8 8 0 .BH.C.DBH.C.DGAAC..GFFF....IEE...I.. C99 A96 D98 F97 G98 H96
8 8 0 .BH...DBH.C.D.AAC..FFFC..G.IEE.G.I.. C98 A96 D98 F96 H96
8 8 0 .BH...DBH.C.D.AAC.FFF.C..G.IEE.G.I.. C98 A96 D98 F95 H96
8 8 0 .BH.C.DBH.C.D.AAC.FFFI...G.IEE.G.... C99 A96 D98 F95 H96 I99
8 8 0 DBH.C.DBH.C..GAAC..GFFF....IEE...I.. C99 A96 D97 F97 G98 H96
8 8 0 DBH...DBH.C...AAC..FFFC..G.IEE.G.I.. C98 A96 D97 F96 H96
8 8 0 DBH...DBH.C...AAC.FFF.C..G.IEE.G.I.. C98 A96 D97 F95 H96
8 8 0 DBH.C.DBH.C...AAC.FFFI...G.IEE.G.... C99 A96 D97 F95 H96 I99
8 8 0 DB..C.DB.IC.AA.IC..GFFF..GHEE...H... C99 A98 D97 F97 G99 I97 E99
8 8 0 DB..C.DB.IC.AA.IC..GHFFF.GH.EE...... C99 A98 D97 F96 G99 H99 I97
8 8 0 DB..C.DB.IC.AAHIC..GHFFF.G..EE...... C99 A98 D97 F96 G99 H98 I97
8 8 0 DB..C.DBHIC.AAHIC..G.FFF.G..EE...... C99 A98 D97 F96 G99 H97 I97
8 8 0 DBH.C.DBHIC.AA.IC..G.FFF.G..EE...... C99 A98 D97 F96 G99 H96 I97
8 8 0 DB..C.DB.IC.AA.IC..G.FFF.GHEE...H... C99 A98 D97 F96 G99 I97 E99
8 8 0 DB..C.DB.IC.AA.IC...HFFF.GHEE..G.... C99 A98 D97 F96 H99 I97 E99
8 8 0 DB..C.DB.IC.AAHIC...HFFF.G.EE..G.... C99 A98 D97 F96 H98 I97 E99
8 8 0 DB..C.DB.IC.AAHIC...HFFF.GEE...G.... C99 A98 D97 F96 H98 I97 E98
8 8 0 DB..C.DBHIC.AAHIC...FFF..G..EE.G.... C99 A98 D97 F95 H97 I97
8 8 0 DB..C.DBHIC.AAHIC..FFF...G..EE.G.... C99 A98 D97 F94 H97 I97
8 8 0 DB..C.DBHIC.AAHIC....FFF.G.EE..G.... C99 A98 D97 F96 H97 I97 E99
8 8 0 DB..C.DBHIC.AAHIC....FFF.GEE...G.... C99 A98 D97 F96 H97 I97 E98
8 8 0 DBH.C.DBHIC..AAIC....FFF.G..EE.G.... C99 A97 D97 F96 H96 I97
8 8 0 DBH.C.DBHIC.AA.IC...FFF..G..EE.G.... C99 A98 D97 F95 H96 I97
8 8 0 DBH.C.DBHIC.AA.IC..FFF...G..EE.G.... C99 A98 D97 F94 H96 I97
8 8 0 DBH.C.DBHIC.AA.IC....FFF.G.EE..G.... C99 A98 D97 F96 H96 I97 E99
8 8 0 DBH.C.DBHIC.AA.IC....FFF.GEE...G.... C99 A98 D97 F96 H96 I97 E98
8 8 0 DB.IC.DB.IC.AA..C..GFFF..GHEE...H... C99 A98 D97 F97 G99 I96 E99
8 8 0 DB.IC.DB.IC.AA..C..GHFFF.GH.EE...... C99 A98 D97 F96 G99 H99 I96
8 8 0 DB.IC.DB.IC.AAH.C..GHFFF.G..EE...... C99 A98 D97 F96 G99 H98 I96
8 8 0 DB.IC.DBHIC.AAH.C..G.FFF.G..EE...... C99 A98 D97 F96 G99 H97 I96
8 8 0 DBHIC.DBHIC.AA..C..G.FFF.G..EE...... C99 A98 D97 F96 G99 H96 I96
8 8 0 DB.IC.DB.IC.AA..C..G.FFF.GHEE...H... C99 A98 D97 F96 G99 I96 E99
8 8 0 DB.IC.DB.IC.AA..C...HFFF.GHEE..G.... C99 A98 D97 F96 H99 I96 E99
8 8 0 DB.IC.DB.IC.AAH.C...HFFF.G.EE..G.... C99 A98 D97 F96 H98 I96 E99
8 8 0 DB.IC.DB.IC.AAH.C...HFFF.GEE...G.... C99 A98 D97 F96 H98 I96 E98
8 8 0 DB.IC.DBHIC.AAH.C...FFF..G..EE.G.... C99 A98 D97 F95 H97 I96
8 8 0 DB.IC.DBHIC.AAH.C..FFF...G..EE.G.... C99 A98 D97 F94 H97 I96
8 8 0 DB.IC.DBHIC.AAH.C....FFF.G.EE..G.... C99 A98 D97 F96 H97 I96 E99
8 8 0 DB.IC.DBHIC.AAH.C....FFF.GEE...G.... C99 A98 D97 F96 H97 I96 E98
8 8 0 DBHIC.DBHIC..AA.C....FFF.G..EE.G.... C99 A97 D97 F96 H96 I96
8 8 0 DBHIC.DBHIC...AAC....FFF.G..EE.G.... C99 A96 D97 F96 H96 I96
8 8 0 DBHIC.DBHIC.AA..C...FFF..G..EE.G.... C99 A98 D97 F95 H96 I96
8 8 0 DBHIC.DBHIC.AA..C..FFF...G..EE.G.... C99 A98 D97 F94 H96 I96
8 8 0 DBHIC.DBHIC.AA..C....FFF.G.EE..G.... C99 A98 D97 F96 H96 I96 E99
8 8 0 DBHIC.DBHIC.AA..C....FFF.GEE...G.... C99 A98 D97 F96 H96 I96 E98
8 8 0 DB....DBH.C.AAH.C.FFFIC..G.IEE.G.... C98 A98 D97 F95 H97 I99
8 8 0 DB....DBH.C.AAHIC.FFFIC..G..EE.G.... C98 A98 D97 F95 H97 I98
8 8 0 DB....DBHIC.AAHIC.FFF.C..G..EE.G.... C98 A98 D97 F95 H97 I97
8 8 0 DB.I..DBHIC.AAH.C.FFF.C..G..EE.G.... C98 A98 D97 F95 H97 I96
8 8 0 DB..C.DBH.C.AAHIC.FFFI...G.EE..G.... C99 A98 D97 F95 H97 I98 E99
8 8 0 DB..C.DBH.C.AAHIC.FFFI...GEE...G.... C99 A98 D97 F95 H97 I98 E98
8 8 0 DB..C.DBHIC.AAHIC.FFF....G.EE..G.... C99 A98 D97 F95 H97 I97 E99
8 8 0 DB..C.DBHIC.AAHIC.FFF....GEE...G.... C99 A98 D97 F95 H97 I97 E98
8 8 0 DB.IC.DBHIC.AAH.C.FFF....G.EE..G.... C99 A98 D97 F95 H97 I96 E99
8 8 0 DB.IC.DBHIC.AAH.C.FFF....GEE...G.... C99 A98 D97 F95 H97 I96 E98
8 8 0 DBH...DBH.C.AA..C.FFFIC..G.IEE.G.... C98 A98 D97 F95 H96 I99
8 8 0 DBH...DBH.C.AA.IC.FFFIC..G..EE.G.... C98 A98 D97 F95 H96 I98
8 8 0 DBH...DBHIC.AA.IC.FFF.C..G..EE.G.... C98 A98 D97 F95 H96 I97
8 8 0 DBHI..DBHIC.AA..C.FFF.C..G..EE.G.... C98 A98 D97 F95 H96 I96
8 8 0 DBH.C.DBH.C.AA.IC.FFFI...G.EE..G.... C99 A98 D97 F95 H96 I98 E99
8 8 0 DBH.C.DBH.C.AA.IC.FFFI...GEE...G.... C99 A98 D97 F95 H96 I98 E98
8 8 0 DBH.C.DBHIC.AA.IC.FFF....G.EE..G.... C99 A98 D97 F95 H96 I97 E99
8 8 0 DBH.C.DBHIC.AA.IC.FFF....GEE...G.... C99 A98 D97 F95 H96 I97 E98
8 8 0 DBHIC.DBHIC...AAC.FFF....G..EE.G.... C99 A96 D97 F95 H96 I96
8 8 0 DBHIC.DBHIC.AA..C.FFF....G.EE..G.... C99 A98 D97 F95 H96 I96 E99
8 8 0 DBHIC.DBHIC.AA..C.FFF....GEE...G.... C99 A98 D97 F95 H96 I96 E98
8 8 0 ...I...B.IC.DBAAC.DFFFC..GH.EE.GH... B99 A98 D97 F98 I96
8 8 0 ...I...B.IC..BAAC.DFFFC.DGH.EE.GH... B99 A98 D96 F98 I96
8 8 0 ...I..DB.IC.DBAAC..FFFC..GHEE..GH... B99 A98 D98 F98 I96 E99
8 8 0 .B.I...B.IC.D.AAC.DFFFC..GHEE..GH... A98 D97 F98 I96 E99
8 8 0 .B.I...B.IC...AAC.DFFFC.DGHEE..GH... A98 D96 F98 I96 E99
8 8 0 D..I..DB.IC..BAAC..FFFC..GHEE..GH... B99 A98 D97 F98 I96 E99
8 8 0 ...I...B.IC..BAAC..FFFC.DGHEE.DGH... B99 A98 D99 F98 I96 E99
9 9 0 .B..C..B.IC.DAAIC.DGFFF..GHEE...H... C99 A99 D97 F97 G99 I97 E99
9 9 0 .B..C..B.IC..AAIC.DGFFF.DGHEE...H... C99 A99 D96 F97 G99 I97 E99
9 9 0 .B..C..B.IC.DAAIC.DGHFFF.GH.EE...... C99 A99 D97 F96 G99 H99 I97
9 9 0 .B..C..B.IC.DAAIC.DG.FFF.GHEE...H... C99 A99 D97 F96 G99 I97 E99
9 9 0 .B..C..B.IC.DAAIC.D.HFFF.GHEE..G.... C99 A99 D97 F96 H99 I97 E99
9 9 0 .B..C..B.IC..AAIC.DGHFFFDGH.EE...... C99 A99 D96 F96 G99 H99 I97
9 9 0 .B..C..B.IC..AAIC.DG.FFFDGHEE...H... C99 A99 D96 F96 G99 I97 E99
9 9 0 .B..C..B.IC..AAIC.D.HFFFDGHEE..G.... C99 A99 D96 F96 H99 I97 E99
9 9 0 .B..C.DB.IC.DAAIC..GHFFF.GHEE....... C99 A99 D98 F96 G99 H99 I97 E99
9 9 0 ...IC..B.IC.DBAAC.DFFF...GH.EE.GH... B99 C99 A98 D97 F98 I96
9 9 0 ...IC..B.IC..BAAC.DFFF..DGH.EE.GH... B99 C99 A98 D96 F98 I96
9 9 0 ...IC.DB.IC.DBAAC..FFF...GHEE..GH... B99 C99 A98 D98 F98 I96 E99
9 9 0 ...IC..B.IC.DBAAC.D.FFF..GH.EE.GH... B99 C99 A98 D97 F97 I96
9 9 0 ...IC..B.IC..BAAC.D.FFF.DGH.EE.GH... B99 C99 A98 D96 F97 I96
9 9 0 ...IC.DB.IC.DBAAC..GFFF..GH.EE..H... B99 C99 A98 D98 F97 G99 I96
9 9 0 ...IC.DB.IC.DBAAC...FFF..GHEE..GH... B99 C99 A98 D98 F97 I96 E99
9 9 0 ...IC..B.IC.DBAAC.D..FFF.GH.EE.GH... B99 C99 A98 D97 F96 I96
9 9 0 ...IC..B.IC..BAAC.D..FFFDGH.EE.GH... B99 C99 A98 D96 F96 I96
9 9 0 ...IC.DB.IC.DBAAC..G.FFF.GH.EE..H... B99 C99 A98 D98 F96 G99 I96
9 9 0 ...IC.DB.IC.DBAAC...HFFF.GH.EE.G.... B99 C99 A98 D98 F96 H99 I96
9 9 0 ...IC.DB.IC.DBAAC....FFF.GHEE..GH... B99 C99 A98 D98 F96 I96 E99
9 9 0 .B.IC..B.IC.D.AAC.DFFF...GHEE..GH... C99 A98 D97 F98 I96 E99
9 9 0 .B.IC..B.IC...AAC.DFFF..DGHEE..GH... C99 A98 D96 F98 I96 E99
9 9 0 ...IC....IC.DBAAC.DBFFF..GH.EE.GH... B98 C99 A98 D97 F97 I96
9 9 0 ...IC....IC..BAAC.DBFFF.DGH.EE.GH... B98 C99 A98 D96 F97 I96
9 9 0 ...IC.D..IC.DBAAC..BFFF..GHEE..GH... B98 C99 A98 D98 F97 I96 E99
9 9 0 .B.IC..B.IC.D.AAC.DGFFF..GH.EE..H... C99 A98 D97 F97 G99 I96
9 9 0 .B.IC..B.IC.DGAAC.DGFFF...H.EE..H... C99 A98 D97 F97 G98 I96
9 9 0 .B.IC..B.IC.D.AAC.D.FFF..GHEE..GH... C99 A98 D97 F97 I96 E99
9 9 0 .B.IC..B.IC...AAC.DGFFF.DGH.EE..H... C99 A98 D96 F97 G99 I96
9 9 0 .B.IC..B.IC..GAAC.DGFFF.D.H.EE..H... C99 A98 D96 F97 G98 I96
9 9 0 .B.IC..B.IC...AAC.D.FFF.DGHEE..GH... C99 A98 D96 F97 I96 E99
9 9 0 .B.IC.DB.IC.D.AAC..GFFF..GHEE...H... C99 A98 D98 F97 G99 I96 E99
9 9 0 .B.IC.DB.IC.DGAAC..GFFF...HEE...H... C99 A98 D98 F97 G98 I96 E99
9 9 0 ...IC....IC.DBAAC.DB.FFF.GH.EE.GH... B98 C99 A98 D97 F96 I96
9 9 0 ...IC....IC..BAAC.DB.FFFDGH.EE.GH... B98 C99 A98 D96 F96 I96
9 9 0 ...IC.D..IC.DBAAC..BHFFF.GH.EE.G.... B98 C99 A98 D98 F96 H99 I96
9 9 0 ...IC.D..IC.DBAAC..B.FFF.GHEE..GH... B98 C99 A98 D98 F96 I96 E99
9 9 0 .B.IC..B.IC.D.AAC.DG.FFF.GH.EE..H... C99 A98 D97 F96 G99 I96
9 9 0 .B.IC..B.IC.DGAAC.DG.FFF..H.EE..H... C99 A98 D97 F96 G98 I96
9 9 0 .B.IC..B.IC.D.AAC.D.HFFF.GH.EE.G.... C99 A98 D97 F96 H99 I96
9 9 0 .B.IC..B.IC.D.AAC.D..FFF.GHEE..GH... C99 A98 D97 F96 I96 E99
9 9 0 .B.IC..B.IC...AAC.DG.FFFDGH.EE..H... C99 A98 D96 F96 G99 I96
9 9 0 .B.IC..B.IC..GAAC.DG.FFFD.H.EE..H... C99 A98 D96 F96 G98 I96
9 9 0 .B.IC..B.IC...AAC.D.HFFFDGH.EE.G.... C99 A98 D96 F96 H99 I96
9 9 0 .B.IC..B.IC...AAC.D..FFFDGHEE..GH... C99 A98 D96 F96 I96 E99
9 9 0 .B.IC.DB.IC.D.AAC..GHFFF.GH.EE...... C99 A98 D98 F96 G99 H99 I96
9 9 0 .B.IC.DB.IC.D.AAC..G.FFF.GHEE...H... C99 A98 D98 F96 G99 I96 E99
9 9 0 .B.IC.DB.IC.DGAAC..GHFFF..H.EE...... C99 A98 D98 F96 G98 H99 I96
9 9 0 .B.IC.DB.IC.DGAAC..G.FFF..HEE...H... C99 A98 D98 F96 G98 I96 E99
9 9 0 .B.IC.DB.IC.D.AAC...HFFF.GHEE..G.... C99 A98 D98 F96 H99 I96 E99
9 9 0 .B.IC..B.IC.DAA.C.DGFFF..GHEE...H... C99 A99 D97 F97 G99 I96 E99
9 9 0 .B.IC..B.IC..AA.C.DGFFF.DGHEE...H... C99 A99 D96 F97 G99 I96 E99
9 9 0 .B.IC..B.IC.DAA.C.DGHFFF.GH.EE...... C99 A99 D97 F96 G99 H99 I96
9 9 0 .B.IC..B.IC.DAA.C.DG.FFF.GHEE...H... C99 A99 D97 F96 G99 I96 E99
9 9 0 .B.IC..B.IC.DAA.C.D.HFFF.GHEE..G.... C99 A99 D97 F96 H99 I96 E99
9 9 0 .B.IC..B.IC..AA.C.DGHFFFDGH.EE...... C99 A99 D96 F96 G99 H99 I96
9 9 0 .B.IC..B.IC..AA.C.DG.FFFDGHEE...H... C99 A99 D96 F96 G99 I96 E99
9 9 0 .B.IC..B.IC..AA.C.D.HFFFDGHEE..G.... C99 A99 D96 F96 H99 I96 E99
9 9 0 .B.IC.DB.IC.DAA.C..GHFFF.GHEE....... C99 A99 D98 F96 G99 H99 I96 E99
9 9 0 DB..C.DB.IC..AAIC..GHFFF.GHEE....... C99 A99 D97 F96 G99 H99 I97 E99
9 9 0 D..IC.DB.IC..BAAC..FFF...GHEE..GH... B99 C99 A98 D97 F98 I96 E99
9 9 0 D..IC.DB.IC..BAAC..GFFF..GH.EE..H... B99 C99 A98 D97 F97 G99 I96
9 9 0 D..IC.DB.IC..BAAC...FFF..GHEE..GH... B99 C99 A98 D97 F97 I96 E99
9 9 0 D..IC.DB.IC..BAAC..G.FFF.GH.EE..H... B99 C99 A98 D97 F96 G99 I96
9 9 0 D..IC.DB.IC..BAAC...HFFF.GH.EE.G.... B99 C99 A98 D97 F96 H99 I96
9 9 0 D..IC.DB.IC..BAAC....FFF.GHEE..GH... B99 C99 A98 D97 F96 I96 E99
9 9 0 D..IC.D..IC..BAAC..BFFF..GHEE..GH... B98 C99 A98 D97 F97 I96 E99
9 9 0 DB.IC.DB.IC...AAC..GFFF..GHEE...H... C99 A98 D97 F97 G99 I96 E99
9 9 0 DB.IC.DB.IC..GAAC..GFFF...HEE...H... C99 A98 D97 F97 G98 I96 E99
9 9 0 D..IC.D..IC..BAAC..BHFFF.GH.EE.G.... B98 C99 A98 D97 F96 H99 I96
9 9 0 D..IC.D..IC..BAAC..B.FFF.GHEE..GH... B98 C99 A98 D97 F96 I96 E99
9 9 0 DB.IC.DB.IC...AAC..GHFFF.GH.EE...... C99 A98 D97 F96 G99 H99 I96
9 9 0 DB.IC.DB.IC...AAC..G.FFF.GHEE...H... C99 A98 D97 F96 G99 I96 E99
9 9 0 DB.IC.DB.IC..GAAC..GHFFF..H.EE...... C99 A98 D97 F96 G98 H99 I96
9 9 0 DB.IC.DB.IC..GAAC..G.FFF..HEE...H... C99 A98 D97 F96 G98 I96 E99
9 9 0 DB.IC.DB.IC...AAC...HFFF.GHEE..G.... C99 A98 D97 F96 H99 I96 E99
9 9 0 DB.IC.DB.IC..AA.C..GHFFF.GHEE....... C99 A99 D97 F96 G99 H99 I96 E99
9 9 0 .B..C..B.IC..AAIC..GHFFFDGHEE.D..... C99 A99 D99 F96 G99 H99 I97 E99
9 9 0 ...IC..B.IC..BAAC..FFF..DGHEE.DGH... B99 C99 A98 D99 F98 I96 E99
9 9 0 ...IC..B.IC..BAAC..GFFF.DGH.EED.H... B99 C99 A98 D99 F97 G99 I96
9 9 0 ...IC..B.IC..BAAC...FFF.DGHEE.DGH... B99 C99 A98 D99 F97 I96 E99
9 9 0 ...IC..B.IC..BAAC..G.FFFDGH.EED.H... B99 C99 A98 D99 F96 G99 I96
9 9 0 ...IC..B.IC..BAAC...HFFFDGH.EEDG.... B99 C99 A98 D99 F96 H99 I96
9 9 0 ...IC..B.IC..BAAC....FFFDGHEE.DGH... B99 C99 A98 D99 F96 I96 E99
9 9 0 ...IC....IC..BAAC..BFFF.DGHEE.DGH... B98 C99 A98 D99 F97 I96 E99
9 9 0 .B.IC..B.IC...AAC..GFFF.DGHEE.D.H... C99 A98 D99 F97 G99 I96 E99
9 9 0 .B.IC..B.IC..GAAC..GFFF.D.HEE.D.H... C99 A98 D99 F97 G98 I96 E99
9 9 0 ...IC....IC..BAAC..BHFFFDGH.EEDG.... B98 C99 A98 D99 F96 H99 I96
9 9 0 ...IC....IC..BAAC..B.FFFDGHEE.DGH... B98 C99 A98 D99 F96 I96 E99
9 9 0 .B.IC..B.IC...AAC..GHFFFDGH.EED..... C99 A98 D99 F96 G99 H99 I96
9 9 0 .B.IC..B.IC...AAC..G.FFFDGHEE.D.H... C99 A98 D99 F96 G99 I96 E99
9 9 0 .B.IC..B.IC..GAAC..GHFFFD.H.EED..... C99 A98 D99 F96 G98 H99 I96
9 9 0 .B.IC..B.IC..GAAC..G.FFFD.HEE.D.H... C99 A98 D99 F96 G98 I96 E99
9 9 0 .B.IC..B.IC...AAC...HFFFDGHEE.DG.... C99 A98 D99 F96 H99 I96 E99
9 9 0 .B.IC..B.IC..AA.C..GHFFFDGHEE.D..... C99 A99 D99 F96 G99 H99 I96 E99
9 9 0 .B..C..B.IC.AA.IC.DGFFF.DGHEE...H... C99 A98 D98 F97 G99 I97 E99
9 9 0 .B..C..B.IC.AA.IC.DGHFFFDGH.EE...... C99 A98 D98 F96 G99 H99 I97
9 9 0 .B..C..B.IC.AAHIC.DGHFFFDG..EE...... C99 A98 D98 F96 G99 H98 I97
9 9 0 .B..C..BHIC.AAHIC.DG.FFFDG..EE...... C99 A98 D98 F96 G99 H97 I97
9 9 0 .BH.C..BHIC.AA.IC.DG.FFFDG..EE...... C99 A98 D98 F96 G99 H96 I97
9 9 0 .B..C..B.IC.AA.IC.DG.FFFDGHEE...H... C99 A98 D98 F96 G99 I97 E99
9 9 0 .B..C..B.IC.AA.IC.D.HFFFDGHEE..G.... C99 A98 D98 F96 H99 I97 E99
9 9 0 .B..C..B.IC.AAHIC.D.HFFFDG.EE..G.... C99 A98 D98 F96 H98 I97 E99
9 9 0 .B..C..B.IC.AAHIC.D.HFFFDGEE...G.... C99 A98 D98 F96 H98 I97 E98
9 9 0 .B..C..BHIC.AAHIC.D.FFF.DG..EE.G.... C99 A98 D98 F95 H97 I97
9 9 0 .B..C..BHIC.AAHIC.DFFF..DG..EE.G.... C99 A98 D98 F94 H97 I97
9 9 0 .B..C..BHIC.AAHIC.D..FFFDG.EE..G.... C99 A98 D98 F96 H97 I97 E99
9 9 0 .B..C..BHIC.AAHIC.D..FFFDGEE...G.... C99 A98 D98 F96 H97 I97 E98
9 9 0 .BH.C..BHIC..AAIC.D..FFFDG..EE.G.... C99 A97 D98 F96 H96 I97
9 9 0 .BH.C..BHIC.AA.IC.D.FFF.DG..EE.G.... C99 A98 D98 F95 H96 I97
9 9 0 .BH.C..BHIC.AA.IC.DFFF..DG..EE.G.... C99 A98 D98 F94 H96 I97
9 9 0 .BH.C..BHIC.AA.IC.D..FFFDG.EE..G.... C99 A98 D98 F96 H96 I97 E99
