0 0 0 .B.....B..C...AAC.DFFFC.DGHIEE.GHI..
1 1 0 .......B..C..BAAC.DFFFC.DGHIEE.GHI.. B99
1 1 0 .B..C..B..C...AAC.DFFF..DGHIEE.GHI.. C99
1 1 0 .B.....B..C..AA.C.DFFFC.DGHIEE.GHI.. A99
1 1 0 .B.....B..C.AA..C.DFFFC.DGHIEE.GHI.. A98
1 1 0 .B.....B..C.D.AAC.DFFFC..GHIEE.GHI.. D99
1 1 0 .B....DB..C.D.AAC..FFFC..GHIEE.GHI.. D98
1 1 0 DB....DB..C...AAC..FFFC..GHIEE.GHI.. D97
1 1 0 .B.....B..C...AAC..FFFC.DGHIEEDGHI.. D99
2 2 0 ....C..B..C..BAAC.DFFF..DGHIEE.GHI.. B99 C99
2 2 0 .......B..C.DBAAC.DFFFC..GHIEE.GHI.. B99 D99
2 2 0 ......DB..C.DBAAC..FFFC..GHIEE.GHI.. B99 D98
2 2 0 D.....DB..C..BAAC..FFFC..GHIEE.GHI.. B99 D97
2 2 0 .......B..C..BAAC..FFFC.DGHIEEDGHI.. B99 D99
2 2 0 .B..C..B..C..AA.C.DFFF..DGHIEE.GHI.. C99 A99
2 2 0 .B..C..B..C.AA..C.DFFF..DGHIEE.GHI.. C99 A98
2 2 0 .B..C..B..C.D.AAC.DFFF...GHIEE.GHI.. C99 D99
2 2 0 .B..C.DB..C.D.AAC..FFF...GHIEE.GHI.. C99 D98
2 2 0 DB..C.DB..C...AAC..FFF...GHIEE.GHI.. C99 D97
2 2 0 .B..C..B..C...AAC..FFF..DGHIEEDGHI.. C99 D99
2 2 0 .B..C..B..C...AAC.D.FFF.DGHIEE.GHI.. C99 F99
2 2 0 .B..C..B..C...AAC.D..FFFDGHIEE.GHI.. C99 F98
2 2 0 .B.....B..C.DAA.C.DFFFC..GHIEE.GHI.. A99 D99
2 2 0 .B....DB..C.DAA.C..FFFC..GHIEE.GHI.. A99 D98
2 2 0 DB....DB..C..AA.C..FFFC..GHIEE.GHI.. A99 D97
2 2 0 .B.....B..C..AA.C..FFFC.DGHIEEDGHI.. A99 D99
2 2 0 .B.....B..C.AA..C..FFFC.DGHIEEDGHI.. A98 D99
2 2 0 .B....DB..C.D.AAC.FFF.C..GHIEE.GHI.. D98 F99
2 2 0 DB....DB..C.AA..C..FFFC..GHIEE.GHI.. A98 D97
2 2 0 DB....DB..C...AAC.FFF.C..GHIEE.GHI.. D97 F99
2 2 0 .B.....B..C...AAC.FFF.C.DGHIEEDGHI.. D99 F99
3 3 0 ....C..B..C.DBAAC.DFFF...GHIEE.GHI.. B99 C99 D99
3 3 0 ....C.DB..C.DBAAC..FFF...GHIEE.GHI.. B99 C99 D98
3 3 0 D...C.DB..C..BAAC..FFF...GHIEE.GHI.. B99 C99 D97
3 3 0 ....C..B..C..BAAC..FFF..DGHIEEDGHI.. B99 C99 D99
3 3 0 ....C..B..C..BAAC.D.FFF.DGHIEE.GHI.. B99 C99 F99
3 3 0 ....C..B..C..BAAC.D..FFFDGHIEE.GHI.. B99 C99 F98
3 3 0 ......DB..C.DBAAC.FFF.C..GHIEE.GHI.. B99 D98 F99
3 3 0 D.....DB..C..BAAC.FFF.C..GHIEE.GHI.. B99 D97 F99
3 3 0 .......B..C..BAAC.FFF.C.DGHIEEDGHI.. B99 D99 F99
3 3 0 .B..C..B..C.DAA.C.DFFF...GHIEE.GHI.. C99 A99 D99
3 3 0 .B..C.DB..C.DAA.C..FFF...GHIEE.GHI.. C99 A99 D98
3 3 0 DB..C.DB..C..AA.C..FFF...GHIEE.GHI.. C99 A99 D97
3 3 0 .B..C..B..C..AA.C..FFF..DGHIEEDGHI.. C99 A99 D99
3 3 0 .B..C..B..C..AA.C.D.FFF.DGHIEE.GHI.. C99 A99 F99
3 3 0 .B..C..B..C..AA.C.D..FFFDGHIEE.GHI.. C99 A99 F98
3 3 0 .B..C..B..C.AA..C..FFF..DGHIEEDGHI.. C99 A98 D99
3 3 0 .B..C..B..C.AA..C.D.FFF.DGHIEE.GHI.. C99 A98 F99
3 3 0 .B..C..B..C.AA..C.D..FFFDGHIEE.GHI.. C99 A98 F98
3 3 0 .B..C..B..C.D.AAC.D.FFF..GHIEE.GHI.. C99 D99 F99
3 3 0 .B..C..B..C.D.AAC.D..FFF.GHIEE.GHI.. C99 D99 F98
3 3 0 .B..C.DB..C.D.AAC.FFF....GHIEE.GHI.. C99 D98 F99
3 3 0 .B..C.DB..C.D.AAC...FFF..GHIEE.GHI.. C99 D98 F99
3 3 0 .B..C.DB..C.D.AAC....FFF.GHIEE.GHI.. C99 D98 F98
3 3 0 DB..C.DB..C.AA..C..FFF...GHIEE.GHI.. C99 A98 D97
3 3 0 DB..C.DB..C...AAC.FFF....GHIEE.GHI.. C99 D97 F99
3 3 0 DB..C.DB..C...AAC...FFF..GHIEE.GHI.. C99 D97 F99
3 3 0 DB..C.DB..C...AAC....FFF.GHIEE.GHI.. C99 D97 F98
3 3 0 .B..C..B..C...AAC.FFF...DGHIEEDGHI.. C99 D99 F99
3 3 0 .B..C..B..C...AAC...FFF.DGHIEEDGHI.. C99 D99 F99
3 3 0 .B..C..B..C...AAC....FFFDGHIEEDGHI.. C99 D99 F98
3 3 0 ....C.....C..BAAC.DBFFF.DGHIEE.GHI.. B98 C99 F99
3 3 0 .B..C..B..C...AAC.DGFFF.DGHIEE..HI.. C99 F99 G99
3 3 0 .B..C..B..C..GAAC.DGFFF.D.HIEE..HI.. C99 F99 G98
3 3 0 ....C.....C..BAAC.DB.FFFDGHIEE.GHI.. B98 C99 F98
3 3 0 .B..C..B..C...AAC.DG.FFFDGHIEE..HI.. C99 F98 G99
3 3 0 .B..C..B..C..GAAC.DG.FFFD.HIEE..HI.. C99 F98 G98
3 3 0 .B..C..B..C...AAC.D.HFFFDGHIEE.G.I.. C99 F98 H99
3 3 0 .B....DB..C.DAA.C.FFF.C..GHIEE.GHI.. A99 D98 F99
3 3 0 DB....DB..C..AA.C.FFF.C..GHIEE.GHI.. A99 D97 F99
3 3 0 .B.....B..C..AA.C.FFF.C.DGHIEEDGHI.. A99 D99 F99
3 3 0 .B.....B..C.AA..C.FFF.C.DGHIEEDGHI.. A98 D99 F99
3 3 0 .B....DB..C.D.AAC.FFFIC..GHIEE.GH... D98 F99 I99
3 3 0 DB....DB..C.AA..C.FFF.C..GHIEE.GHI.. A98 D97 F99
3 3 0 DB....DB..C...AAC.FFFIC..GHIEE.GH... D97 F99 I99
3 3 0 .B.....B..C...AAC.FFFIC.DGHIEEDGH... D99 F99 I99
5 5 0 .B..C..BH.C.AAH.C.DG.FFFDG.IEE...I.. C99 A98 F98 G99 H97
5 5 0 .BH.C..BH.C.AA..C.DG.FFFDG.IEE...I.. C99 A98 F98 G99 H96
5 5 0 .B..C..BH.C.AAH.C.D.FFF.DG.IEE.G.I.. C99 A98 F97 H97
5 5 0 .B..C..BH.C.AAH.C.DFFF..DG.IEE.G.I.. C99 A98 F96 H97
5 5 0 .BH.C..BH.C..AA.C.D..FFFDG.IEE.G.I.. C99 A97 F98 H96
5 5 0 .BH.C..BH.C...AAC.D..FFFDG.IEE.G.I.. C99 A96 F98 H96
5 5 0 .BH.C..BH.C.AA..C.D.FFF.DG.IEE.G.I.. C99 A98 F97 H96
5 5 0 .BH.C..BH.C.AA..C.DFFF..DG.IEE.G.I.. C99 A98 F96 H96
5 5 0 ....C.....C.DBAAC.DBHFFF.GHIEE.G.I.. B98 C99 D99 F98 H99
5 5 0 .B..C..B..C.D.AAC.DGHFFF.GHIEE...I.. C99 D99 F98 G99 H99
5 5 0 .B..C..B..C.DGAAC.DGHFFF..HIEE...I.. C99 D99 F98 G98 H99
5 5 0 ....C.D...C.DBAAC..BHFFF.GHIEE.G.I.. B98 C99 D98 F98 H99
5 5 0 .B..C.DB..C.D.AAC..GHFFF.GHIEE...I.. C99 D98 F98 G99 H99
5 5 0 .B..C.DB..C.DGAAC..GHFFF..HIEE...I.. C99 D98 F98 G98 H99
5 5 0 DB..C.DB..C.AA..C.FFFI...GHIEE.GH... C99 A98 D97 F99 I99
5 5 0 DB..C.DB..C.AA.IC.FFFI...GH.EE.GH... C99 A98 D97 F99 I98
5 5 0 DB..C.DB.IC.AA.IC.FFF....GH.EE.GH... C99 A98 D97 F99 I97
5 5 0 DB.IC.DB.IC.AA..C.FFF....GH.EE.GH... C99 A98 D97 F99 I96
5 5 0 DB..C.DB..C.AA..C..GFFF..GHIEE..HI.. C99 A98 D97 F99 G99
5 5 0 DB..C.DB..C.AA..C..G.FFF.GHIEE..HI.. C99 A98 D97 F98 G99
5 5 0 DB..C.DB..C.AA..C...HFFF.GHIEE.G.I.. C99 A98 D97 F98 H99
5 5 0 DB..C.DB..C.AAH.C...HFFF.G.IEE.G.I.. C99 A98 D97 F98 H98
5 5 0 DB..C.DBH.C.AAH.C....FFF.G.IEE.G.I.. C99 A98 D97 F98 H97
5 5 0 DBH.C.DBH.C.AA..C....FFF.G.IEE.G.I.. C99 A98 D97 F98 H96
5 5 0 D...C.D...C..BAAC..BHFFF.GHIEE.G.I.. B98 C99 D97 F98 H99
5 5 0 DB..C.DB..C...AAC..GHFFF.GHIEE...I.. C99 D97 F98 G99 H99
5 5 0 DB..C.DB..C..GAAC..GHFFF..HIEE...I.. C99 D97 F98 G98 H99
5 5 0 ....C.....C..BAAC..BHFFFDGHIEEDG.I.. B98 C99 D99 F98 H99
5 5 0 .B..C..B..C...AAC..GHFFFDGHIEED..I.. C99 D99 F98 G99 H99
5 5 0 .B..C..B..C..GAAC..GHFFFD.HIEED..I.. C99 D99 F98 G98 H99
5 5 0 .B....DB..C.DAAIC.FFFIC..GHEE..GH... A99 D98 F99 I98 E99
5 5 0 .B....DB.IC.DAAIC..FFFC..GH.EE.GH... A99 D98 F98 I97
5 5 0 .B....DB.IC.DAAIC.FFF.C..GHEE..GH... A99 D98 F99 I97 E99
5 5 0 .B.I..DB.IC.D.AAC.FFF.C..GH.EE.GH... A98 D98 F99 I96
5 5 0 .B.I..DB.IC.DAA.C..FFFC..GH.EE.GH... A99 D98 F98 I96
5 5 0 .B.I..DB.IC.DAA.C.FFF.C..GHEE..GH... A99 D98 F99 I96 E99
5 5 0 DB....DB..C..AAIC.FFFIC..GHEE..GH... A99 D97 F99 I98 E99
5 5 0 DB....DB.IC..AAIC..FFFC..GH.EE.GH... A99 D97 F98 I97
5 5 0 DB....DB.IC..AAIC.FFF.C..GHEE..GH... A99 D97 F99 I97 E99
5 5 0 DB.I..DB.IC...AAC.FFF.C..GH.EE.GH... A98 D97 F99 I96
5 5 0 DB.I..DB.IC..AA.C..FFFC..GH.EE.GH... A99 D97 F98 I96
5 5 0 DB.I..DB.IC..AA.C.FFF.C..GHEE..GH... A99 D97 F99 I96 E99
5 5 0 .B.....B..C..AAIC.FFFIC.DGHEE.DGH... A99 D99 F99 I98 E99
5 5 0 .B.....B.IC..AAIC..FFFC.DGH.EEDGH... A99 D99 F98 I97
5 5 0 .B.....B.IC..AAIC.FFF.C.DGHEE.DGH... A99 D99 F99 I97 E99
5 5 0 .B.I...B.IC...AAC.FFF.C.DGH.EEDGH... A98 D99 F99 I96
5 5 0 .B.I...B.IC..AA.C..FFFC.DGH.EEDGH... A99 D99 F98 I96
5 5 0 .B.I...B.IC..AA.C.FFF.C.DGHEE.DGH... A99 D99 F99 I96 E99
5 5 0 .B.....B..C.AA.IC.FFFIC.DGHEE.DGH... A98 D99 F99 I98 E99
5 5 0 .B.....B.IC.AA.IC..FFFC.DGH.EEDGH... A98 D99 F98 I97
5 5 0 .B.....B.IC.AA.IC.FFF.C.DGHEE.DGH... A98 D99 F99 I97 E99
5 5 0 .B.I...B.IC.AA..C..FFFC.DGH.EEDGH... A98 D99 F98 I96
5 5 0 .B.I...B.IC.AA..C.FFF.C.DGHEE.DGH... A98 D99 F99 I96 E99
5 5 0 DB....DB..C.AA.IC.FFFIC..GHEE..GH... A98 D97 F99 I98 E99
5 5 0 DB....DB.IC.AA.IC..FFFC..GH.EE.GH... A98 D97 F98 I97
5 5 0 DB....DB.IC.AA.IC.FFF.C..GHEE..GH... A98 D97 F99 I97 E99
5 5 0 DB.I..DB.IC.AA..C..FFFC..GH.EE.GH... A98 D97 F98 I96
5 5 0 DB.I..DB.IC.AA..C.FFF.C..GHEE..GH... A98 D97 F99 I96 E99
6 6 0 ....C..B..C.DBAAC.DGHFFF.GHIEE...I.. B99 C99 D99 F98 G99 H99
6 6 0 ....C.DB..C.DBAAC..GHFFF.GHIEE...I.. B99 C99 D98 F98 G99 H99
6 6 0 D...C.DB..C..BAAC..GHFFF.GHIEE...I.. B99 C99 D97 F98 G99 H99
6 6 0 ....C..B..C..BAAC..GHFFFDGHIEED..I.. B99 C99 D99 F98 G99 H99
6 6 0 .B..C..B..C.DAA.C.DGHFFF.GHIEE...I.. C99 A99 D99 F98 G99 H99
6 6 0 .B..C.DB..C.DAAIC.FFFI...GHEE..GH... C99 A99 D98 F99 I98 E99
6 6 0 .B..C.DB.IC.DAAIC..FFF...GH.EE.GH... C99 A99 D98 F98 I97
6 6 0 .B..C.DB.IC.DAAIC...FFF..GH.EE.GH... C99 A99 D98 F97 I97
6 6 0 .B..C.DB.IC.DAAIC....FFF.GH.EE.GH... C99 A99 D98 F96 I97
6 6 0 .B..C.DB.IC.DAAIC.FFF....GHEE..GH... C99 A99 D98 F99 I97 E99
6 6 0 .B.IC.DB.IC.D.AAC.FFF....GH.EE.GH... C99 A98 D98 F99 I96
6 6 0 .B.IC.DB.IC.DAA.C..FFF...GH.EE.GH... C99 A99 D98 F98 I96
6 6 0 .B.IC.DB.IC.DAA.C...FFF..GH.EE.GH... C99 A99 D98 F97 I96
6 6 0 .B.IC.DB.IC.DAA.C....FFF.GH.EE.GH... C99 A99 D98 F96 I96
6 6 0 .B.IC.DB.IC.DAA.C.FFF....GHEE..GH... C99 A99 D98 F99 I96 E99
6 6 0 .B..C.DB..C.DAA.C..GHFFF.GHIEE...I.. C99 A99 D98 F98 G99 H99
6 6 0 DB..C.DB..C..AAIC.FFFI...GHEE..GH... C99 A99 D97 F99 I98 E99
6 6 0 DB..C.DB.IC..AAIC..FFF...GH.EE.GH... C99 A99 D97 F98 I97
6 6 0 DB..C.DB.IC..AAIC...FFF..GH.EE.GH... C99 A99 D97 F97 I97
6 6 0 DB..C.DB.IC..AAIC....FFF.GH.EE.GH... C99 A99 D97 F96 I97
6 6 0 DB..C.DB.IC..AAIC.FFF....GHEE..GH... C99 A99 D97 F99 I97 E99
6 6 0 DB.IC.DB.IC...AAC.FFF....GH.EE.GH... C99 A98 D97 F99 I96
6 6 0 DB.IC.DB.IC..AA.C..FFF...GH.EE.GH... C99 A99 D97 F98 I96
6 6 0 DB.IC.DB.IC..AA.C...FFF..GH.EE.GH... C99 A99 D97 F97 I96
6 6 0 DB.IC.DB.IC..AA.C....FFF.GH.EE.GH... C99 A99 D97 F96 I96
6 6 0 DB.IC.DB.IC..AA.C.FFF....GHEE..GH... C99 A99 D97 F99 I96 E99
6 6 0 DB..C.DB..C..AA.C..GHFFF.GHIEE...I.. C99 A99 D97 F98 G99 H99
6 6 0 .B..C..B..C..AAIC.FFFI..DGHEE.DGH... C99 A99 D99 F99 I98 E99
6 6 0 .B..C..B.IC..AAIC..FFF..DGH.EEDGH... C99 A99 D99 F98 I97
6 6 0 .B..C..B.IC..AAIC...FFF.DGH.EEDGH... C99 A99 D99 F97 I97
6 6 0 .B..C..B.IC..AAIC....FFFDGH.EEDGH... C99 A99 D99 F96 I97
6 6 0 .B..C..B.IC..AAIC.FFF...DGHEE.DGH... C99 A99 D99 F99 I97 E99
6 6 0 .B.IC..B.IC...AAC.FFF...DGH.EEDGH... C99 A98 D99 F99 I96
6 6 0 .B.IC..B.IC..AA.C..FFF..DGH.EEDGH... C99 A99 D99 F98 I96
6 6 0 .B.IC..B.IC..AA.C...FFF.DGH.EEDGH... C99 A99 D99 F97 I96
6 6 0 .B.IC..B.IC..AA.C....FFFDGH.EEDGH... C99 A99 D99 F96 I96
6 6 0 .B.IC..B.IC..AA.C.FFF...DGHEE.DGH... C99 A99 D99 F99 I96 E99
6 6 0 .B..C..B..C..AA.C..GHFFFDGHIEED..I.. C99 A99 D99 F98 G99 H99
6 6 0 .B..C..B..C.AA.IC.FFFI..DGHEE.DGH... C99 A98 D99 F99 I98 E99
6 6 0 .B..C..B.IC.AA.IC..FFF..DGH.EEDGH... C99 A98 D99 F98 I97
6 6 0 .B..C..B.IC.AA.IC...FFF.DGH.EEDGH... C99 A98 D99 F97 I97
6 6 0 .B..C..B.IC.AA.IC....FFFDGH.EEDGH... C99 A98 D99 F96 I97
6 6 0 .B..C..B.IC.AA.IC.FFF...DGHEE.DGH... C99 A98 D99 F99 I97 E99
6 6 0 .B.IC..B.IC.AA..C..FFF..DGH.EEDGH... C99 A98 D99 F98 I96
6 6 0 .B.IC..B.IC.AA..C...FFF.DGH.EEDGH... C99 A98 D99 F97 I96
6 6 0 .B.IC..B.IC.AA..C....FFFDGH.EEDGH... C99 A98 D99 F96 I96
6 6 0 .B.IC..B.IC.AA..C.FFF...DGHEE.DGH... C99 A98 D99 F99 I96 E99
6 6 0 .B..C..B..C.AA..C..GHFFFDGHIEED..I.. C99 A98 D99 F98 G99 H99
6 6 0 .B..C..B..C.AAH.C..GHFFFDG.IEED..I.. C99 A98 D99 F98 G99 H98
6 6 0 .B..C..BH.C.AAH.C..G.FFFDG.IEED..I.. C99 A98 D99 F98 G99 H97
6 6 0 .BH.C..BH.C.AA..C..G.FFFDG.IEED..I.. C99 A98 D99 F98 G99 H96
6 6 0 .B..C..BH.C.AAH.C...FFF.DG.IEEDG.I.. C99 A98 D99 F97 H97
6 6 0 .B..C..BH.C.AAH.C..FFF..DG.IEEDG.I.. C99 A98 D99 F96 H97
6 6 0 .B..C..BH.C.AAH.C.FFF...DG.IEEDG.I.. C99 A98 D99 F95 H97
6 6 0 .BH.C..BH.C..AA.C....FFFDG.IEEDG.I.. C99 A97 D99 F98 H96
6 6 0 .BH.C..BH.C...AAC....FFFDG.IEEDG.I.. C99 A96 D99 F98 H96
6 6 0 .BH.C..BH.C.AA..C...FFF.DG.IEEDG.I.. C99 A98 D99 F97 H96
6 6 0 .BH.C..BH.C.AA..C..FFF..DG.IEEDG.I.. C99 A98 D99 F96 H96
6 6 0 .BH.C..BH.C.AA..C.FFF...DG.IEEDG.I.. C99 A98 D99 F95 H96
6 6 0 .B..C..BH.C.AAH.C.DGFFF.DG.IEE...I.. C99 A98 F97 G99 H97
6 6 0 .BH.C..BH.C..AA.C.DG.FFFDG.IEE...I.. C99 A97 F98 G99 H96
6 6 0 .BH.C..BH.C...AAC.DG.FFFDG.IEE...I.. C99 A96 F98 G99 H96
6 6 0 .BH.C..BH.C.AA..C.DGFFF.DG.IEE...I.. C99 A98 F97 G99 H96
6 6 0 .B.....BH.C.AAH.C.DFFFC.DG.IEE.G.I.. C98 A98 F96 H97
6 6 0 .BH.C..BH.C.DAA.C.D..FFF.G.IEE.G.I.. C99 A97 D99 F98 H96
6 6 0 .BH.C.DBH.C.DAA.C....FFF.G.IEE.G.I.. C99 A97 D98 F98 H96
6 6 0 DBH.C.DBH.C..AA.C....FFF.G.IEE.G.I.. C99 A97 D97 F98 H96
6 6 0 .BH.C..BH.C..AA.C.D.FFF.DG.IEE.G.I.. C99 A97 F97 H96
6 6 0 .BH.C..BH.C..AA.C.DFFF..DG.IEE.G.I.. C99 A97 F96 H96
6 6 0 ..H.C..BH.C..BAAC.D..FFFDG.IEE.G.I.. B99 C99 A96 F98 H96
6 6 0 ..H.C...H.C..BAAC.DB.FFFDG.IEE.G.I.. B98 C99 A96 F98 H96
6 6 0 .BH.C..BH.C.D.AAC.D..FFF.G.IEE.G.I.. C99 A96 D99 F98 H96
6 6 0 .BH.C.DBH.C.D.AAC....FFF.G.IEE.G.I.. C99 A96 D98 F98 H96
6 6 0 DBH.C.DBH.C...AAC....FFF.G.IEE.G.I.. C99 A96 D97 F98 H96
6 6 0 .BH.C..BH.C...AAC.D.FFF.DG.IEE.G.I.. C99 A96 F97 H96
6 6 0 .BH.C..BH.C...AAC.DFFF..DG.IEE.G.I.. C99 A96 F96 H96
6 6 0 .BH.C..BH.C..GAAC.DG.FFFD..IEE...I.. C99 A96 F98 G98 H96
6 6 0 .BH....BH.C.AA..C.DFFFC.DG.IEE.G.I.. C98 A98 F96 H96
6 6 0 DB..C.DB..C.AA.IC.FFFI...GHEE..GH... C99 A98 D97 F99 I98 E99
6 6 0 DB..C.DB.IC.AA.IC..FFF...GH.EE.GH... C99 A98 D97 F98 I97
6 6 0 DB..C.DB.IC.AA.IC...FFF..GH.EE.GH... C99 A98 D97 F97 I97
6 6 0 DB..C.DB.IC.AA.IC....FFF.GH.EE.GH... C99 A98 D97 F96 I97
6 6 0 DB..C.DB.IC.AA.IC.FFF....GHEE..GH... C99 A98 D97 F99 I97 E99
6 6 0 DB.IC.DB.IC.AA..C..FFF...GH.EE.GH... C99 A98 D97 F98 I96
6 6 0 DB.IC.DB.IC.AA..C...FFF..GH.EE.GH... C99 A98 D97 F97 I96
6 6 0 DB.IC.DB.IC.AA..C....FFF.GH.EE.GH... C99 A98 D97 F96 I96
6 6 0 DB.IC.DB.IC.AA..C.FFF....GHEE..GH... C99 A98 D97 F99 I96 E99
6 6 0 DB..C.DB..C.AA..C..GHFFF.GHIEE...I.. C99 A98 D97 F98 G99 H99
6 6 0 DB..C.DB..C.AAH.C..GHFFF.G.IEE...I.. C99 A98 D97 F98 G99 H98
6 6 0 DB..C.DBH.C.AAH.C..G.FFF.G.IEE...I.. C99 A98 D97 F98 G99 H97
6 6 0 DBH.C.DBH.C.AA..C..G.FFF.G.IEE...I.. C99 A98 D97 F98 G99 H96
6 6 0 DB..C.DBH.C.AAH.C...FFF..G.IEE.G.I.. C99 A98 D97 F97 H97
6 6 0 DB..C.DBH.C.AAH.C..FFF...G.IEE.G.I.. C99 A98 D97 F96 H97
6 6 0 DB..C.DBH.C.AAH.C.FFF....G.IEE.G.I.. C99 A98 D97 F95 H97
6 6 0 DBH.C.DBH.C.AA..C...FFF..G.IEE.G.I.. C99 A98 D97 F97 H96
6 6 0 DBH.C.DBH.C.AA..C..FFF...G.IEE.G.I.. C99 A98 D97 F96 H96
6 6 0 DBH.C.DBH.C.AA..C.FFF....G.IEE.G.I.. C99 A98 D97 F95 H96
6 6 0 .B.....B.IC.DAAIC.DFFFC..GH.EE.GH... A99 D97 F98 I97
6 6 0 .B.....B.IC..AAIC.DFFFC.DGH.EE.GH... A99 D96 F98 I97
6 6 0 .B....DB.IC.DAAIC..FFFC..GHEE..GH... A99 D98 F98 I97 E99
6 6 0 ...I..DB.IC.DBAAC.FFF.C..GH.EE.GH... B99 A98 D98 F99 I96
6 6 0 .B.I..DB.IC.D.AAC..FFFC..GH.EE.GH... A98 D98 F98 I96
6 6 0 .B.I..DB.IC.D.AAC.FFF.C..GHEE..GH... A98 D98 F99 I96 E99
6 6 0 .B.I...B.IC.DAA.C.DFFFC..GH.EE.GH... A99 D97 F98 I96
6 6 0 .B.I...B.IC..AA.C.DFFFC.DGH.EE.GH... A99 D96 F98 I96
6 6 0 .B.I..DB.IC.DAA.C..FFFC..GHEE..GH... A99 D98 F98 I96 E99
6 6 0 DB....DB.IC..AAIC..FFFC..GHEE..GH... A99 D97 F98 I97 E99
6 6 0 D..I..DB.IC..BAAC.FFF.C..GH.EE.GH... B99 A98 D97 F99 I96
6 6 0 DB.I..DB.IC...AAC..FFFC..GH.EE.GH... A98 D97 F98 I96
6 6 0 DB.I..DB.IC...AAC.FFF.C..GHEE..GH... A98 D97 F99 I96 E99
6 6 0 DB.I..DB.IC..AA.C..FFFC..GHEE..GH... A99 D97 F98 I96 E99
6 6 0 .B.....B.IC..AAIC..FFFC.DGHEE.DGH... A99 D99 F98 I97 E99
6 6 0 ...I...B.IC..BAAC.FFF.C.DGH.EEDGH... B99 A98 D99 F99 I96
6 6 0 .B.I...B.IC...AAC..FFFC.DGH.EEDGH... A98 D99 F98 I96
6 6 0 .B.I...B.IC...AAC.FFF.C.DGHEE.DGH... A98 D99 F99 I96 E99
6 6 0 .B.I...B.IC..AA.C..FFFC.DGHEE.DGH... A99 D99 F98 I96 E99
6 6 0 .B.....B.IC.AA.IC.DFFFC.DGH.EE.GH... A98 D98 F98 I97
6 6 0 .B.....B.IC.AA.IC..FFFC.DGHEE.DGH... A98 D99 F98 I97 E99
6 6 0 .B.I...B.IC.AA..C.DFFFC.DGH.EE.GH... A98 D98 F98 I96
6 6 0 .B.I...B.IC.AA..C..FFFC.DGHEE.DGH... A98 D99 F98 I96 E99
6 6 0 DB....DB.IC.AA.IC..FFFC..GHEE..GH... A98 D97 F98 I97 E99
6 6 0 DB.I..DB.IC.AA..C..FFFC..GHEE..GH... A98 D97 F98 I96 E99
7 7 0 .B..C..B.IC.DAAIC.DFFF...GH.EE.GH... C99 A99 D97 F98 I97
7 7 0 .B..C..B.IC..AAIC.DFFF..DGH.EE.GH... C99 A99 D96 F98 I97
7 7 0 .B..C.DB.IC.DAAIC..FFF...GHEE..GH... C99 A99 D98 F98 I97 E99
7 7 0 .B..C..B.IC.DAAIC.D.FFF..GH.EE.GH... C99 A99 D97 F97 I97
7 7 0 .B..C..B.IC..AAIC.D.FFF.DGH.EE.GH... C99 A99 D96 F97 I97
7 7 0 .B..C.DB.IC.DAAIC..GFFF..GH.EE..H... C99 A99 D98 F97 G99 I97
7 7 0 .B..C.DB.IC.DAAIC...FFF..GHEE..GH... C99 A99 D98 F97 I97 E99
7 7 0 .B..C..B.IC.DAAIC.D..FFF.GH.EE.GH... C99 A99 D97 F96 I97
7 7 0 .B..C..B.IC..AAIC.D..FFFDGH.EE.GH... C99 A99 D96 F96 I97
7 7 0 .B..C.DB.IC.DAAIC..G.FFF.GH.EE..H... C99 A99 D98 F96 G99 I97
7 7 0 .B..C.DB.IC.DAAIC...HFFF.GH.EE.G.... C99 A99 D98 F96 H99 I97
7 7 0 .B..C.DB.IC.DAAIC....FFF.GHEE..GH... C99 A99 D98 F96 I97 E99
7 7 0 ...IC.DB.IC.DBAAC.FFF....GH.EE.GH... B99 C99 A98 D98 F99 I96
7 7 0 .B.IC.DB.IC.D.AAC..FFF...GH.EE.GH... C99 A98 D98 F98 I96
7 7 0 .B.IC.DB.IC.D.AAC...FFF..GH.EE.GH... C99 A98 D98 F97 I96
7 7 0 .B.IC.DB.IC.D.AAC....FFF.GH.EE.GH... C99 A98 D98 F96 I96
7 7 0 .B.IC.DB.IC.D.AAC.FFF....GHEE..GH... C99 A98 D98 F99 I96 E99
7 7 0 .B.IC..B.IC.DAA.C.DFFF...GH.EE.GH... C99 A99 D97 F98 I96
7 7 0 .B.IC..B.IC..AA.C.DFFF..DGH.EE.GH... C99 A99 D96 F98 I96
7 7 0 .B.IC.DB.IC.DAA.C..FFF...GHEE..GH... C99 A99 D98 F98 I96 E99
7 7 0 .B.IC..B.IC.DAA.C.D.FFF..GH.EE.GH... C99 A99 D97 F97 I96
7 7 0 .B.IC..B.IC..AA.C.D.FFF.DGH.EE.GH... C99 A99 D96 F97 I96
7 7 0 .B.IC.DB.IC.DAA.C..GFFF..GH.EE..H... C99 A99 D98 F97 G99 I96
7 7 0 .B.IC.DB.IC.DAA.C...FFF..GHEE..GH... C99 A99 D98 F97 I96 E99
7 7 0 .B.IC..B.IC.DAA.C.D..FFF.GH.EE.GH... C99 A99 D97 F96 I96
7 7 0 .B.IC..B.IC..AA.C.D..FFFDGH.EE.GH... C99 A99 D96 F96 I96
7 7 0 .B.IC.DB.IC.DAA.C..G.FFF.GH.EE..H... C99 A99 D98 F96 G99 I96
